1,2,Organism
WBGene00001789,ENSG00000084207,celegans
WBGene00001758,ENSG00000084207,celegans
WBGene00018911,ENSG00000084207,celegans
WBGene00018912,ENSG00000084207,celegans
WBGene00021566,ENSG00000084207,celegans
WBGene00001759,ENSG00000084207,celegans
WBGene00021127,ENSG00000084207,celegans
WBGene00001765,ENSG00000084207,celegans
WBGene00001767,ENSG00000084207,celegans
WBGene00001762,ENSG00000084207,celegans
WBGene00001774,ENSG00000084207,celegans
WBGene00001766,ENSG00000084207,celegans
WBGene00001777,ENSG00000084207,celegans
WBGene00001779,ENSG00000084207,celegans
WBGene00001780,ENSG00000084207,celegans
WBGene00001785,ENSG00000084207,celegans
WBGene00001752,ENSG00000084207,celegans
WBGene00001787,ENSG00000084207,celegans
WBGene00001775,ENSG00000084207,celegans
WBGene00001760,ENSG00000084207,celegans
WBGene00001776,ENSG00000084207,celegans
WBGene00001764,ENSG00000084207,celegans
WBGene00001772,ENSG00000084207,celegans
WBGene00001754,ENSG00000084207,celegans
WBGene00001781,ENSG00000084207,celegans
WBGene00001761,ENSG00000084207,celegans
WBGene00001750,ENSG00000084207,celegans
WBGene00001756,ENSG00000084207,celegans
WBGene00001755,ENSG00000084207,celegans
WBGene00001786,ENSG00000084207,celegans
WBGene00001753,ENSG00000084207,celegans
WBGene00001757,ENSG00000084207,celegans
,ENSG00000085871,celegans
,ENSG00000088002,celegans
WBGene00021487,ENSG00000093010,celegans
WBGene00012518,ENSG00000093010,celegans
WBGene00021491,ENSG00000093010,celegans
WBGene00021492,ENSG00000093010,celegans
WBGene00016906,ENSG00000099998,celegans
WBGene00012416,ENSG00000099998,celegans
,ENSG00000100031,celegans
WBGene00001790,ENSG00000100577,celegans
WBGene00010941,ENSG00000100983,celegans
WBGene00019322,ENSG00000101444,celegans
,ENSG00000104331,celegans
,ENSG00000105398,celegans
WBGene00007072,ENSG00000109181,celegans
WBGene00007073,ENSG00000109181,celegans
WBGene00010904,ENSG00000109181,celegans
WBGene00018206,ENSG00000109181,celegans
WBGene00013905,ENSG00000109181,celegans
WBGene00015739,ENSG00000109181,celegans
WBGene00013906,ENSG00000109181,celegans
WBGene00015577,ENSG00000109181,celegans
WBGene00018931,ENSG00000109181,celegans
WBGene00017332,ENSG00000109181,celegans
WBGene00017315,ENSG00000109181,celegans
WBGene00017334,ENSG00000109181,celegans
WBGene00017331,ENSG00000109181,celegans
WBGene00019516,ENSG00000109181,celegans
WBGene00019515,ENSG00000109181,celegans
WBGene00007885,ENSG00000109181,celegans
WBGene00007455,ENSG00000109181,celegans
WBGene00012788,ENSG00000109181,celegans
WBGene00015693,ENSG00000109181,celegans
WBGene00021709,ENSG00000109181,celegans
WBGene00011340,ENSG00000109181,celegans
WBGene00007402,ENSG00000109181,celegans
WBGene00015369,ENSG00000109181,celegans
WBGene00015371,ENSG00000109181,celegans
WBGene00015449,ENSG00000109181,celegans
WBGene00008486,ENSG00000109181,celegans
WBGene00009255,ENSG00000109181,celegans
WBGene00044286,ENSG00000109181,celegans
WBGene00007946,ENSG00000109181,celegans
WBGene00017329,ENSG00000109181,celegans
WBGene00017333,ENSG00000109181,celegans
WBGene00008097,ENSG00000109181,celegans
WBGene00007422,ENSG00000109181,celegans
WBGene00013900,ENSG00000109181,celegans
WBGene00011453,ENSG00000109181,celegans
WBGene00011452,ENSG00000109181,celegans
WBGene00016013,ENSG00000109181,celegans
WBGene00015694,ENSG00000109181,celegans
WBGene00015695,ENSG00000109181,celegans
WBGene00018543,ENSG00000109181,celegans
WBGene00019234,ENSG00000109181,celegans
WBGene00020594,ENSG00000109181,celegans
WBGene00020587,ENSG00000109181,celegans
WBGene00019235,ENSG00000109181,celegans
WBGene00019233,ENSG00000109181,celegans
WBGene00019232,ENSG00000109181,celegans
WBGene00020593,ENSG00000109181,celegans
WBGene00020592,ENSG00000109181,celegans
WBGene00044282,ENSG00000109181,celegans
WBGene00011006,ENSG00000109181,celegans
WBGene00015141,ENSG00000109181,celegans
WBGene00015965,ENSG00000109181,celegans
WBGene00017959,ENSG00000109181,celegans
WBGene00017336,ENSG00000109181,celegans
,ENSG00000109193,celegans
WBGene00005022,ENSG00000109814,celegans
,ENSG00000114631,celegans
WBGene00007854,ENSG00000114779,celegans
WBGene00018077,ENSG00000114779,celegans
WBGene00022258,ENSG00000114779,celegans
WBGene00019525,ENSG00000114779,celegans
WBGene00017335,ENSG00000114779,celegans
WBGene00022259,ENSG00000114779,celegans
WBGene00022260,ENSG00000114779,celegans
,ENSG00000116704,celegans
WBGene00010988,ENSG00000116984,celegans
WBGene00015307,ENSG00000117448,celegans
WBGene00009980,ENSG00000117448,celegans
WBGene00009981,ENSG00000117448,celegans
WBGene00012723,ENSG00000117448,celegans
WBGene00012722,ENSG00000117448,celegans
WBGene00006510,ENSG00000124275,celegans
WBGene00018827,ENSG00000124786,celegans
WBGene00013737,ENSG00000128294,celegans
WBGene00018365,ENSG00000128294,celegans
WBGene00017724,ENSG00000128965,celegans
,ENSG00000130540,celegans
,ENSG00000131067,celegans
,ENSG00000133313,celegans
WBGene00043097,ENSG00000133433,celegans
WBGene00001792,ENSG00000133433,celegans
WBGene00015337,ENSG00000133433,celegans
WBGene00021817,ENSG00000133433,celegans
WBGene00001791,ENSG00000133433,celegans
WBGene00001371,ENSG00000133433,celegans
WBGene00001365,ENSG00000133433,celegans
WBGene00001751,ENSG00000134184,celegans
WBGene00001783,ENSG00000134184,celegans
WBGene00001769,ENSG00000134184,celegans
WBGene00001782,ENSG00000134184,celegans
WBGene00001770,ENSG00000134184,celegans
WBGene00001789,ENSG00000134184,celegans
WBGene00001758,ENSG00000134184,celegans
WBGene00018911,ENSG00000134184,celegans
WBGene00018912,ENSG00000134184,celegans
WBGene00021566,ENSG00000134184,celegans
WBGene00001759,ENSG00000134184,celegans
WBGene00021127,ENSG00000134184,celegans
WBGene00001765,ENSG00000134184,celegans
WBGene00001767,ENSG00000134184,celegans
WBGene00001762,ENSG00000134184,celegans
WBGene00001774,ENSG00000134184,celegans
WBGene00001766,ENSG00000134184,celegans
WBGene00001777,ENSG00000134184,celegans
WBGene00001779,ENSG00000134184,celegans
WBGene00001780,ENSG00000134184,celegans
WBGene00001785,ENSG00000134184,celegans
WBGene00001752,ENSG00000134184,celegans
WBGene00001787,ENSG00000134184,celegans
WBGene00001775,ENSG00000134184,celegans
WBGene00001760,ENSG00000134184,celegans
WBGene00001776,ENSG00000134184,celegans
WBGene00001764,ENSG00000134184,celegans
WBGene00001772,ENSG00000134184,celegans
WBGene00001754,ENSG00000134184,celegans
WBGene00001781,ENSG00000134184,celegans
WBGene00001761,ENSG00000134184,celegans
WBGene00001750,ENSG00000134184,celegans
WBGene00001771,ENSG00000134184,celegans
WBGene00001749,ENSG00000134184,celegans
WBGene00001773,ENSG00000134184,celegans
WBGene00001756,ENSG00000134184,celegans
WBGene00001755,ENSG00000134184,celegans
WBGene00001786,ENSG00000134184,celegans
WBGene00001753,ENSG00000134184,celegans
WBGene00001757,ENSG00000134184,celegans
WBGene00001751,ENSG00000134201,celegans
WBGene00001783,ENSG00000134201,celegans
WBGene00001769,ENSG00000134201,celegans
WBGene00001782,ENSG00000134201,celegans
WBGene00001770,ENSG00000134201,celegans
WBGene00001789,ENSG00000134201,celegans
WBGene00001758,ENSG00000134201,celegans
WBGene00018911,ENSG00000134201,celegans
WBGene00018912,ENSG00000134201,celegans
WBGene00021566,ENSG00000134201,celegans
WBGene00001759,ENSG00000134201,celegans
WBGene00021127,ENSG00000134201,celegans
WBGene00001765,ENSG00000134201,celegans
WBGene00001767,ENSG00000134201,celegans
WBGene00001762,ENSG00000134201,celegans
WBGene00001774,ENSG00000134201,celegans
WBGene00001766,ENSG00000134201,celegans
WBGene00001777,ENSG00000134201,celegans
WBGene00001779,ENSG00000134201,celegans
WBGene00001780,ENSG00000134201,celegans
WBGene00001785,ENSG00000134201,celegans
WBGene00001752,ENSG00000134201,celegans
WBGene00001787,ENSG00000134201,celegans
WBGene00001775,ENSG00000134201,celegans
WBGene00001760,ENSG00000134201,celegans
WBGene00001776,ENSG00000134201,celegans
WBGene00001764,ENSG00000134201,celegans
WBGene00001772,ENSG00000134201,celegans
WBGene00001754,ENSG00000134201,celegans
WBGene00001781,ENSG00000134201,celegans
WBGene00001761,ENSG00000134201,celegans
WBGene00001750,ENSG00000134201,celegans
WBGene00001771,ENSG00000134201,celegans
WBGene00001749,ENSG00000134201,celegans
WBGene00001773,ENSG00000134201,celegans
WBGene00001756,ENSG00000134201,celegans
WBGene00001755,ENSG00000134201,celegans
WBGene00001786,ENSG00000134201,celegans
WBGene00001753,ENSG00000134201,celegans
WBGene00001757,ENSG00000134201,celegans
WBGene00001751,ENSG00000134202,celegans
WBGene00001783,ENSG00000134202,celegans
WBGene00001769,ENSG00000134202,celegans
WBGene00001782,ENSG00000134202,celegans
WBGene00001770,ENSG00000134202,celegans
WBGene00001789,ENSG00000134202,celegans
WBGene00001758,ENSG00000134202,celegans
WBGene00018911,ENSG00000134202,celegans
WBGene00018912,ENSG00000134202,celegans
WBGene00021566,ENSG00000134202,celegans
WBGene00001759,ENSG00000134202,celegans
WBGene00021127,ENSG00000134202,celegans
WBGene00001765,ENSG00000134202,celegans
WBGene00001767,ENSG00000134202,celegans
WBGene00001762,ENSG00000134202,celegans
WBGene00001774,ENSG00000134202,celegans
WBGene00001766,ENSG00000134202,celegans
WBGene00001777,ENSG00000134202,celegans
WBGene00001779,ENSG00000134202,celegans
WBGene00001780,ENSG00000134202,celegans
WBGene00001785,ENSG00000134202,celegans
WBGene00001752,ENSG00000134202,celegans
WBGene00001787,ENSG00000134202,celegans
WBGene00001775,ENSG00000134202,celegans
WBGene00001760,ENSG00000134202,celegans
WBGene00001776,ENSG00000134202,celegans
WBGene00001764,ENSG00000134202,celegans
WBGene00001772,ENSG00000134202,celegans
WBGene00001754,ENSG00000134202,celegans
WBGene00001781,ENSG00000134202,celegans
WBGene00001761,ENSG00000134202,celegans
WBGene00001750,ENSG00000134202,celegans
WBGene00001756,ENSG00000134202,celegans
WBGene00001755,ENSG00000134202,celegans
WBGene00001786,ENSG00000134202,celegans
WBGene00001753,ENSG00000134202,celegans
WBGene00001757,ENSG00000134202,celegans
WBGene00007072,ENSG00000135220,celegans
WBGene00007073,ENSG00000135220,celegans
WBGene00010904,ENSG00000135220,celegans
WBGene00018206,ENSG00000135220,celegans
WBGene00013905,ENSG00000135220,celegans
WBGene00015739,ENSG00000135220,celegans
WBGene00013906,ENSG00000135220,celegans
WBGene00015577,ENSG00000135220,celegans
WBGene00018931,ENSG00000135220,celegans
WBGene00017332,ENSG00000135220,celegans
WBGene00017315,ENSG00000135220,celegans
WBGene00017334,ENSG00000135220,celegans
WBGene00017331,ENSG00000135220,celegans
WBGene00019516,ENSG00000135220,celegans
WBGene00019515,ENSG00000135220,celegans
WBGene00007885,ENSG00000135220,celegans
WBGene00007455,ENSG00000135220,celegans
WBGene00012788,ENSG00000135220,celegans
WBGene00015693,ENSG00000135220,celegans
WBGene00021709,ENSG00000135220,celegans
WBGene00011340,ENSG00000135220,celegans
WBGene00007402,ENSG00000135220,celegans
WBGene00015369,ENSG00000135220,celegans
WBGene00015371,ENSG00000135220,celegans
WBGene00015449,ENSG00000135220,celegans
WBGene00008486,ENSG00000135220,celegans
WBGene00009255,ENSG00000135220,celegans
WBGene00044286,ENSG00000135220,celegans
WBGene00007946,ENSG00000135220,celegans
WBGene00017329,ENSG00000135220,celegans
WBGene00017333,ENSG00000135220,celegans
WBGene00008097,ENSG00000135220,celegans
WBGene00007422,ENSG00000135220,celegans
WBGene00013900,ENSG00000135220,celegans
WBGene00011453,ENSG00000135220,celegans
WBGene00011452,ENSG00000135220,celegans
WBGene00016013,ENSG00000135220,celegans
WBGene00015694,ENSG00000135220,celegans
WBGene00015695,ENSG00000135220,celegans
WBGene00018543,ENSG00000135220,celegans
WBGene00019234,ENSG00000135220,celegans
WBGene00020594,ENSG00000135220,celegans
WBGene00020587,ENSG00000135220,celegans
WBGene00019235,ENSG00000135220,celegans
WBGene00019233,ENSG00000135220,celegans
WBGene00019232,ENSG00000135220,celegans
WBGene00020593,ENSG00000135220,celegans
WBGene00020592,ENSG00000135220,celegans
WBGene00044282,ENSG00000135220,celegans
WBGene00011006,ENSG00000135220,celegans
WBGene00015141,ENSG00000135220,celegans
WBGene00015965,ENSG00000135220,celegans
WBGene00017959,ENSG00000135220,celegans
WBGene00017336,ENSG00000135220,celegans
WBGene00007072,ENSG00000135226,celegans
WBGene00007073,ENSG00000135226,celegans
WBGene00010904,ENSG00000135226,celegans
WBGene00018206,ENSG00000135226,celegans
WBGene00013905,ENSG00000135226,celegans
WBGene00015739,ENSG00000135226,celegans
WBGene00013906,ENSG00000135226,celegans
WBGene00015577,ENSG00000135226,celegans
WBGene00018931,ENSG00000135226,celegans
WBGene00017332,ENSG00000135226,celegans
WBGene00017315,ENSG00000135226,celegans
WBGene00017334,ENSG00000135226,celegans
WBGene00017331,ENSG00000135226,celegans
WBGene00019516,ENSG00000135226,celegans
WBGene00019515,ENSG00000135226,celegans
WBGene00007885,ENSG00000135226,celegans
WBGene00007455,ENSG00000135226,celegans
WBGene00012788,ENSG00000135226,celegans
WBGene00015693,ENSG00000135226,celegans
WBGene00021709,ENSG00000135226,celegans
WBGene00011340,ENSG00000135226,celegans
WBGene00007402,ENSG00000135226,celegans
WBGene00015369,ENSG00000135226,celegans
WBGene00015371,ENSG00000135226,celegans
WBGene00015449,ENSG00000135226,celegans
WBGene00008486,ENSG00000135226,celegans
WBGene00009255,ENSG00000135226,celegans
WBGene00044286,ENSG00000135226,celegans
WBGene00007946,ENSG00000135226,celegans
WBGene00017329,ENSG00000135226,celegans
WBGene00017333,ENSG00000135226,celegans
WBGene00008097,ENSG00000135226,celegans
WBGene00007422,ENSG00000135226,celegans
WBGene00013900,ENSG00000135226,celegans
WBGene00011453,ENSG00000135226,celegans
WBGene00011452,ENSG00000135226,celegans
WBGene00016013,ENSG00000135226,celegans
WBGene00015694,ENSG00000135226,celegans
WBGene00015695,ENSG00000135226,celegans
WBGene00018543,ENSG00000135226,celegans
WBGene00019234,ENSG00000135226,celegans
WBGene00020594,ENSG00000135226,celegans
WBGene00020587,ENSG00000135226,celegans
WBGene00019235,ENSG00000135226,celegans
WBGene00019233,ENSG00000135226,celegans
WBGene00019232,ENSG00000135226,celegans
WBGene00020593,ENSG00000135226,celegans
WBGene00020592,ENSG00000135226,celegans
WBGene00044282,ENSG00000135226,celegans
WBGene00011006,ENSG00000135226,celegans
WBGene00015141,ENSG00000135226,celegans
WBGene00015965,ENSG00000135226,celegans
WBGene00017959,ENSG00000135226,celegans
WBGene00017336,ENSG00000135226,celegans
,ENSG00000137364,celegans
,ENSG00000138068,celegans
WBGene00004091,ENSG00000138801,celegans
WBGene00013018,ENSG00000139684,celegans
,ENSG00000140505,celegans
,ENSG00000143198,celegans
,ENSG00000143942,celegans
,ENSG00000144827,celegans
WBGene00020914,ENSG00000145217,celegans
WBGene00018283,ENSG00000145217,celegans
WBGene00013963,ENSG00000145217,celegans
WBGene00017464,ENSG00000145217,celegans
WBGene00012259,ENSG00000145217,celegans
WBGene00010789,ENSG00000145217,celegans
WBGene00010788,ENSG00000145217,celegans
WBGene00007072,ENSG00000145626,celegans
WBGene00007073,ENSG00000145626,celegans
WBGene00010904,ENSG00000145626,celegans
WBGene00018206,ENSG00000145626,celegans
WBGene00013905,ENSG00000145626,celegans
WBGene00015739,ENSG00000145626,celegans
WBGene00013906,ENSG00000145626,celegans
WBGene00015577,ENSG00000145626,celegans
WBGene00018931,ENSG00000145626,celegans
WBGene00017332,ENSG00000145626,celegans
WBGene00017315,ENSG00000145626,celegans
WBGene00017334,ENSG00000145626,celegans
WBGene00017331,ENSG00000145626,celegans
WBGene00019516,ENSG00000145626,celegans
WBGene00019515,ENSG00000145626,celegans
WBGene00007885,ENSG00000145626,celegans
WBGene00007455,ENSG00000145626,celegans
WBGene00012788,ENSG00000145626,celegans
WBGene00015693,ENSG00000145626,celegans
WBGene00021709,ENSG00000145626,celegans
WBGene00011340,ENSG00000145626,celegans
WBGene00007402,ENSG00000145626,celegans
WBGene00015369,ENSG00000145626,celegans
WBGene00015371,ENSG00000145626,celegans
WBGene00015449,ENSG00000145626,celegans
WBGene00008486,ENSG00000145626,celegans
WBGene00009255,ENSG00000145626,celegans
WBGene00044286,ENSG00000145626,celegans
WBGene00007946,ENSG00000145626,celegans
WBGene00017329,ENSG00000145626,celegans
WBGene00017333,ENSG00000145626,celegans
WBGene00008097,ENSG00000145626,celegans
WBGene00007422,ENSG00000145626,celegans
WBGene00013900,ENSG00000145626,celegans
WBGene00011453,ENSG00000145626,celegans
WBGene00011452,ENSG00000145626,celegans
WBGene00016013,ENSG00000145626,celegans
WBGene00015694,ENSG00000145626,celegans
WBGene00015695,ENSG00000145626,celegans
WBGene00018543,ENSG00000145626,celegans
WBGene00019234,ENSG00000145626,celegans
WBGene00020594,ENSG00000145626,celegans
WBGene00020587,ENSG00000145626,celegans
WBGene00019235,ENSG00000145626,celegans
WBGene00019233,ENSG00000145626,celegans
WBGene00019232,ENSG00000145626,celegans
WBGene00020593,ENSG00000145626,celegans
WBGene00020592,ENSG00000145626,celegans
WBGene00044282,ENSG00000145626,celegans
WBGene00011006,ENSG00000145626,celegans
WBGene00015141,ENSG00000145626,celegans
WBGene00015965,ENSG00000145626,celegans
WBGene00017959,ENSG00000145626,celegans
WBGene00017336,ENSG00000145626,celegans
WBGene00021817,ENSG00000148834,celegans
WBGene00001791,ENSG00000148834,celegans
WBGene00001371,ENSG00000148834,celegans
WBGene00001365,ENSG00000148834,celegans
WBGene00022683,ENSG00000149124,celegans
WBGene00011681,ENSG00000149124,celegans
WBGene00018400,ENSG00000149124,celegans
WBGene00008205,ENSG00000151224,celegans
WBGene00015540,ENSG00000151224,celegans
WBGene00006416,ENSG00000151224,celegans
WBGene00015538,ENSG00000151224,celegans
WBGene00020914,ENSG00000155850,celegans
WBGene00018283,ENSG00000155850,celegans
WBGene00013963,ENSG00000155850,celegans
WBGene00017464,ENSG00000155850,celegans
WBGene00012259,ENSG00000155850,celegans
WBGene00010789,ENSG00000155850,celegans
WBGene00010788,ENSG00000155850,celegans
,ENSG00000156006,celegans
WBGene00007072,ENSG00000156096,celegans
WBGene00007073,ENSG00000156096,celegans
WBGene00010904,ENSG00000156096,celegans
WBGene00018206,ENSG00000156096,celegans
WBGene00013905,ENSG00000156096,celegans
WBGene00015739,ENSG00000156096,celegans
WBGene00013906,ENSG00000156096,celegans
WBGene00015577,ENSG00000156096,celegans
WBGene00018931,ENSG00000156096,celegans
WBGene00017332,ENSG00000156096,celegans
WBGene00017315,ENSG00000156096,celegans
WBGene00017334,ENSG00000156096,celegans
WBGene00017331,ENSG00000156096,celegans
WBGene00019516,ENSG00000156096,celegans
WBGene00019515,ENSG00000156096,celegans
WBGene00007885,ENSG00000156096,celegans
WBGene00007455,ENSG00000156096,celegans
WBGene00012788,ENSG00000156096,celegans
WBGene00015693,ENSG00000156096,celegans
WBGene00021709,ENSG00000156096,celegans
WBGene00011340,ENSG00000156096,celegans
WBGene00007402,ENSG00000156096,celegans
WBGene00015369,ENSG00000156096,celegans
WBGene00015371,ENSG00000156096,celegans
WBGene00015449,ENSG00000156096,celegans
WBGene00008486,ENSG00000156096,celegans
WBGene00009255,ENSG00000156096,celegans
WBGene00044286,ENSG00000156096,celegans
WBGene00007946,ENSG00000156096,celegans
WBGene00017329,ENSG00000156096,celegans
WBGene00017333,ENSG00000156096,celegans
WBGene00008097,ENSG00000156096,celegans
WBGene00007422,ENSG00000156096,celegans
WBGene00013900,ENSG00000156096,celegans
WBGene00011453,ENSG00000156096,celegans
WBGene00011452,ENSG00000156096,celegans
WBGene00016013,ENSG00000156096,celegans
WBGene00015694,ENSG00000156096,celegans
WBGene00015695,ENSG00000156096,celegans
WBGene00018543,ENSG00000156096,celegans
WBGene00019234,ENSG00000156096,celegans
WBGene00020594,ENSG00000156096,celegans
WBGene00020587,ENSG00000156096,celegans
WBGene00019235,ENSG00000156096,celegans
WBGene00019233,ENSG00000156096,celegans
WBGene00019232,ENSG00000156096,celegans
WBGene00020593,ENSG00000156096,celegans
WBGene00020592,ENSG00000156096,celegans
WBGene00044282,ENSG00000156096,celegans
WBGene00011006,ENSG00000156096,celegans
WBGene00015141,ENSG00000156096,celegans
WBGene00015965,ENSG00000156096,celegans
WBGene00017959,ENSG00000156096,celegans
WBGene00017336,ENSG00000156096,celegans
WBGene00016341,ENSG00000156239,celegans
WBGene00022683,ENSG00000156689,celegans
WBGene00011681,ENSG00000156689,celegans
WBGene00018400,ENSG00000156689,celegans
WBGene00004206,ENSG00000157593,celegans
WBGene00044063,ENSG00000162813,celegans
WBGene00001768,ENSG00000163106,celegans
WBGene00015124,ENSG00000166741,celegans
WBGene00011573,ENSG00000166741,celegans
WBGene00018340,ENSG00000166741,celegans
WBGene00018488,ENSG00000166743,celegans
WBGene00009221,ENSG00000166743,celegans
WBGene00022683,ENSG00000166840,celegans
WBGene00011681,ENSG00000166840,celegans
WBGene00018400,ENSG00000166840,celegans
WBGene00007072,ENSG00000167165,celegans
WBGene00007073,ENSG00000167165,celegans
WBGene00010904,ENSG00000167165,celegans
WBGene00018206,ENSG00000167165,celegans
WBGene00013905,ENSG00000167165,celegans
WBGene00015739,ENSG00000167165,celegans
WBGene00013906,ENSG00000167165,celegans
WBGene00015577,ENSG00000167165,celegans
WBGene00018931,ENSG00000167165,celegans
WBGene00017332,ENSG00000167165,celegans
WBGene00017315,ENSG00000167165,celegans
WBGene00017334,ENSG00000167165,celegans
WBGene00017331,ENSG00000167165,celegans
WBGene00019516,ENSG00000167165,celegans
WBGene00019515,ENSG00000167165,celegans
WBGene00007885,ENSG00000167165,celegans
WBGene00007455,ENSG00000167165,celegans
WBGene00012788,ENSG00000167165,celegans
WBGene00015693,ENSG00000167165,celegans
WBGene00021709,ENSG00000167165,celegans
WBGene00011340,ENSG00000167165,celegans
WBGene00007402,ENSG00000167165,celegans
WBGene00015369,ENSG00000167165,celegans
WBGene00015371,ENSG00000167165,celegans
WBGene00015449,ENSG00000167165,celegans
WBGene00008486,ENSG00000167165,celegans
WBGene00009255,ENSG00000167165,celegans
WBGene00044286,ENSG00000167165,celegans
WBGene00007946,ENSG00000167165,celegans
WBGene00017329,ENSG00000167165,celegans
WBGene00017333,ENSG00000167165,celegans
WBGene00008097,ENSG00000167165,celegans
WBGene00007422,ENSG00000167165,celegans
WBGene00013900,ENSG00000167165,celegans
WBGene00011453,ENSG00000167165,celegans
WBGene00011452,ENSG00000167165,celegans
WBGene00016013,ENSG00000167165,celegans
WBGene00015694,ENSG00000167165,celegans
WBGene00015695,ENSG00000167165,celegans
WBGene00018543,ENSG00000167165,celegans
WBGene00019234,ENSG00000167165,celegans
WBGene00020594,ENSG00000167165,celegans
WBGene00020587,ENSG00000167165,celegans
WBGene00019235,ENSG00000167165,celegans
WBGene00019233,ENSG00000167165,celegans
WBGene00019232,ENSG00000167165,celegans
WBGene00020593,ENSG00000167165,celegans
WBGene00020592,ENSG00000167165,celegans
WBGene00044282,ENSG00000167165,celegans
WBGene00011006,ENSG00000167165,celegans
WBGene00015141,ENSG00000167165,celegans
WBGene00015965,ENSG00000167165,celegans
WBGene00017959,ENSG00000167165,celegans
WBGene00017336,ENSG00000167165,celegans
WBGene00016906,ENSG00000167741,celegans
WBGene00012416,ENSG00000167741,celegans
WBGene00007072,ENSG00000168671,celegans
WBGene00007073,ENSG00000168671,celegans
WBGene00010904,ENSG00000168671,celegans
WBGene00018206,ENSG00000168671,celegans
WBGene00013905,ENSG00000168671,celegans
WBGene00015739,ENSG00000168671,celegans
WBGene00013906,ENSG00000168671,celegans
WBGene00015577,ENSG00000168671,celegans
WBGene00018931,ENSG00000168671,celegans
WBGene00017332,ENSG00000168671,celegans
WBGene00017315,ENSG00000168671,celegans
WBGene00017334,ENSG00000168671,celegans
WBGene00017331,ENSG00000168671,celegans
WBGene00019516,ENSG00000168671,celegans
WBGene00019515,ENSG00000168671,celegans
WBGene00007885,ENSG00000168671,celegans
WBGene00007455,ENSG00000168671,celegans
WBGene00012788,ENSG00000168671,celegans
WBGene00015693,ENSG00000168671,celegans
WBGene00021709,ENSG00000168671,celegans
WBGene00011340,ENSG00000168671,celegans
WBGene00007402,ENSG00000168671,celegans
WBGene00015369,ENSG00000168671,celegans
WBGene00015371,ENSG00000168671,celegans
WBGene00015449,ENSG00000168671,celegans
WBGene00008486,ENSG00000168671,celegans
WBGene00009255,ENSG00000168671,celegans
WBGene00044286,ENSG00000168671,celegans
WBGene00007946,ENSG00000168671,celegans
WBGene00017329,ENSG00000168671,celegans
WBGene00017333,ENSG00000168671,celegans
WBGene00008097,ENSG00000168671,celegans
WBGene00007422,ENSG00000168671,celegans
WBGene00013900,ENSG00000168671,celegans
WBGene00011453,ENSG00000168671,celegans
WBGene00011452,ENSG00000168671,celegans
WBGene00016013,ENSG00000168671,celegans
WBGene00015694,ENSG00000168671,celegans
WBGene00015695,ENSG00000168671,celegans
WBGene00018543,ENSG00000168671,celegans
WBGene00019234,ENSG00000168671,celegans
WBGene00020594,ENSG00000168671,celegans
WBGene00020587,ENSG00000168671,celegans
WBGene00019235,ENSG00000168671,celegans
WBGene00019233,ENSG00000168671,celegans
WBGene00019232,ENSG00000168671,celegans
WBGene00020593,ENSG00000168671,celegans
WBGene00020592,ENSG00000168671,celegans
WBGene00044282,ENSG00000168671,celegans
WBGene00011006,ENSG00000168671,celegans
WBGene00015141,ENSG00000168671,celegans
WBGene00015965,ENSG00000168671,celegans
WBGene00017959,ENSG00000168671,celegans
WBGene00017336,ENSG00000168671,celegans
WBGene00001751,ENSG00000168765,celegans
WBGene00001783,ENSG00000168765,celegans
WBGene00001769,ENSG00000168765,celegans
WBGene00001782,ENSG00000168765,celegans
WBGene00001770,ENSG00000168765,celegans
WBGene00001789,ENSG00000168765,celegans
WBGene00001758,ENSG00000168765,celegans
WBGene00018911,ENSG00000168765,celegans
WBGene00018912,ENSG00000168765,celegans
WBGene00021566,ENSG00000168765,celegans
WBGene00001759,ENSG00000168765,celegans
WBGene00021127,ENSG00000168765,celegans
WBGene00001765,ENSG00000168765,celegans
WBGene00001767,ENSG00000168765,celegans
WBGene00001762,ENSG00000168765,celegans
WBGene00001774,ENSG00000168765,celegans
WBGene00001766,ENSG00000168765,celegans
WBGene00001777,ENSG00000168765,celegans
WBGene00001779,ENSG00000168765,celegans
WBGene00001780,ENSG00000168765,celegans
WBGene00001785,ENSG00000168765,celegans
WBGene00001752,ENSG00000168765,celegans
WBGene00001787,ENSG00000168765,celegans
WBGene00001775,ENSG00000168765,celegans
WBGene00001760,ENSG00000168765,celegans
WBGene00001776,ENSG00000168765,celegans
WBGene00001764,ENSG00000168765,celegans
WBGene00001772,ENSG00000168765,celegans
WBGene00001754,ENSG00000168765,celegans
WBGene00001781,ENSG00000168765,celegans
WBGene00001761,ENSG00000168765,celegans
WBGene00001750,ENSG00000168765,celegans
WBGene00001756,ENSG00000168765,celegans
WBGene00001755,ENSG00000168765,celegans
WBGene00001786,ENSG00000168765,celegans
WBGene00001753,ENSG00000168765,celegans
WBGene00001757,ENSG00000168765,celegans
WBGene00008205,ENSG00000168906,celegans
WBGene00015540,ENSG00000168906,celegans
WBGene00006416,ENSG00000168906,celegans
WBGene00015538,ENSG00000168906,celegans
WBGene00010665,ENSG00000169764,celegans
WBGene00013737,ENSG00000169902,celegans
WBGene00018365,ENSG00000169902,celegans
WBGene00001751,ENSG00000170899,celegans
WBGene00001783,ENSG00000170899,celegans
WBGene00001769,ENSG00000170899,celegans
WBGene00001782,ENSG00000170899,celegans
